date,strategy,equity,benchmark_equity,drawdown,regime
2021-04-14,full_v0,14404.935394543209,10575.91806960652,-0.02045236874182088,2021_reflation_commodity_strength
2021-04-15,full_v0,14518.735637342941,10732.550350934278,-0.012713857237401927,2021_reflation_commodity_strength
2021-04-16,full_v0,14462.773597294263,10732.026775254666,-0.016519322674673043,2021_reflation_commodity_strength
2021-04-19,full_v0,14538.16127154495,10798.700953831207,-0.011392897896239318,2021_reflation_commodity_strength
2021-04-20,full_v0,14548.613883296593,10771.520957305884,-0.010682111571875708,2021_reflation_commodity_strength
2021-04-21,full_v0,14652.772557276186,10837.582819437317,-0.0035992347954652004,2021_reflation_commodity_strength
2021-04-22,full_v0,14679.255240904055,10848.831607749016,-0.0017983902025164866,2021_reflation_commodity_strength
2021-04-23,full_v0,14771.806061835929,10879.045800788466,0.0,2021_reflation_commodity_strength
2021-04-26,full_v0,14957.556683656976,11019.046284887852,0.0,2021_reflation_commodity_strength
2021-04-27,full_v0,14991.78559533798,11109.22913853184,0.0,2021_reflation_commodity_strength
2021-04-28,full_v0,14961.351423441096,11133.156429031143,-0.002030056506834632,2021_reflation_commodity_strength
2021-04-29,full_v0,14912.109331082593,11094.370577555326,-0.005314661402319287,2021_reflation_commodity_strength
2021-04-30,full_v0,14918.672048443364,11045.516054587348,-0.004876907185582535,2021_reflation_commodity_strength
2021-05-03,full_v0,14976.611285462182,11221.027257866706,-0.001012174952696565,2021_reflation_commodity_strength
2021-05-04,full_v0,15009.053747318783,11234.50898935799,0.0,2021_reflation_commodity_strength
2021-05-05,full_v0,15113.766949620753,11259.480973487,0.0,2021_reflation_commodity_strength
2021-05-06,full_v0,15270.258018296752,11405.167484153331,0.0,2021_reflation_commodity_strength
2021-05-07,full_v0,15394.956667154813,11498.0101855966,0.0,2021_reflation_commodity_strength
2021-05-10,full_v0,15290.142948972092,11436.106691335062,-0.006808315245624641,2021_reflation_commodity_strength
2021-05-11,full_v0,15434.769860141385,11557.752136080522,0.0,2021_reflation_commodity_strength
2021-05-12,full_v0,15323.063945203494,11476.580414907483,-0.00723729060751066,2021_reflation_commodity_strength
2021-05-13,full_v0,15158.608143695876,11354.486626286318,-0.017892182322631567,2021_reflation_commodity_strength
2021-05-14,full_v0,15091.573189490206,11402.23259704533,-0.022235295618980744,2021_reflation_commodity_strength
2021-05-17,full_v0,15151.09943007086,11628.248826201389,-0.0183786627621233,2021_reflation_commodity_strength
2021-05-18,full_v0,15215.89267518423,11573.21442627583,-0.014180787076221946,2021_reflation_commodity_strength
2021-05-19,full_v0,15016.617993379798,11365.797037118655,-0.02709155177243161,2021_reflation_commodity_strength
2021-05-20,full_v0,15003.54253420026,11317.437461312964,-0.02793869489785661,2021_reflation_commodity_strength
2021-05-21,full_v0,14970.137592207016,11314.480547511139,-0.03010296053290895,2021_reflation_commodity_strength
2021-05-24,full_v0,14970.707653700088,11385.432694094658,-0.03006602694088012,2021_reflation_commodity_strength
2021-05-25,full_v0,14931.386594831694,11420.48070805627,-0.03261359060556013,2021_reflation_commodity_strength
2021-05-26,full_v0,14941.647085143039,11424.54856776326,-0.031948825895472543,2021_reflation_commodity_strength
2021-05-27,full_v0,15159.495140441304,11514.919635829116,-0.017834714880391456,2021_reflation_commodity_strength
2021-05-28,full_v0,15177.473085591506,11549.047939063672,-0.01666994564099844,2021_reflation_commodity_strength
2021-06-01,full_v0,15150.931478007748,11672.2164555115,-0.018389544172383032,2021_reflation_commodity_strength
2021-06-02,full_v0,15174.641819626751,11680.463674579076,-0.01685337992543612,2021_reflation_commodity_strength
2021-06-03,full_v0,15079.572185841436,11506.305212361403,-0.023012826075055837,2021_reflation_commodity_strength
2021-06-04,full_v0,15131.606887104925,11646.861080232007,-0.019641560955135806,2021_reflation_commodity_strength
2021-06-07,full_v0,15151.012281314666,11651.98253045057,-0.018384309024230494,2021_reflation_commodity_strength
2021-06-08,full_v0,15136.020888437453,11699.540246250106,-0.019355583167807167,2021_reflation_commodity_strength
2021-06-09,full_v0,15126.733412837035,11697.618540376325,-0.01995730743610369,2021_reflation_commodity_strength
2021-06-10,full_v0,15147.520331844013,11728.571659030438,-0.01861054819088437,2021_reflation_commodity_strength
2021-06-11,full_v0,15092.977670019054,11801.99125849636,-0.022144301030685987,2021_reflation_commodity_strength
2021-06-14,full_v0,15064.670856608049,11803.027114876873,-0.023978265104494745,2021_reflation_commodity_strength
2021-06-15,full_v0,15046.459672265084,11626.641448564304,-0.025158145628012774,2021_reflation_commodity_strength
2021-06-16,full_v0,14965.128326292604,11541.631505379251,-0.030427504789791393,2021_reflation_commodity_strength
2021-06-17,full_v0,14817.917306462814,11229.044436568132,-0.03996512803676622,2021_reflation_commodity_strength
2021-06-18,full_v0,14791.613668445229,11220.577517774953,-0.04166930880887543,2021_reflation_commodity_strength
2021-06-21,full_v0,14849.585654880637,11305.73660590818,-0.03791337419108021,2021_reflation_commodity_strength
2021-06-22,full_v0,14829.661769010929,11320.539568613101,-0.03920421856713785,2021_reflation_commodity_strength
2021-06-23,full_v0,14826.521877337622,11398.81023089556,-0.03940764833653243,2021_reflation_commodity_strength
2021-06-24,full_v0,14823.6659867642,11470.762574327304,-0.039592678019469196,2021_reflation_commodity_strength
2021-06-25,full_v0,14839.378946264327,11545.011501170502,-0.03857465445044239,2021_reflation_commodity_strength
2021-06-28,full_v0,14839.094055641688,11588.479846966755,-0.038593112167999544,2021_reflation_commodity_strength
2021-06-29,full_v0,14789.208759808955,11581.275303094504,-0.04182511991963822,2021_reflation_commodity_strength
2021-06-30,full_v0,14812.178194032333,11714.968219128445,-0.04033695816332361,2021_reflation_commodity_strength
2021-07-01,full_v0,14746.25817087984,11663.119092917006,-0.04460783643036692,2021_reflation_commodity_strength
2021-07-02,full_v0,14762.452888490581,11745.316085956363,-0.04355860033825243,2021_reflation_commodity_strength
2021-07-06,full_v0,14561.806204526574,11615.661189208511,-0.05655825538864323,2021_reflation_commodity_strength
2021-07-07,full_v0,14409.622822875108,11550.302759582943,-0.06641803192113716,2021_reflation_commodity_strength
2021-07-08,full_v0,14500.654719582262,11580.181889857284,-0.06052018585462504,2021_reflation_commodity_strength
2021-07-09,full_v0,14573.14806731327,11680.811536918854,-0.055823429868763874,2021_reflation_commodity_strength
2021-07-12,full_v0,14684.49708052528,11734.039136600684,-0.04860926249076125,2021_reflation_commodity_strength
2021-07-13,full_v0,14710.757811535253,11718.362439090528,-0.04690786161158211,2021_reflation_commodity_strength
2021-07-14,full_v0,14646.325118036377,11695.895008087351,-0.05108237759612344,2021_reflation_commodity_strength
2021-07-15,full_v0,14587.1563675395,11676.582497882646,-0.054915849104479,2021_reflation_commodity_strength
2021-07-16,full_v0,14643.616595574966,11643.762966475959,-0.05125785947800132,2021_reflation_commodity_strength
2021-07-19,full_v0,14445.025114358683,11457.481543036987,-0.06412436043757341,2021_reflation_commodity_strength
2021-07-20,full_v0,14653.422064544897,11593.844068216593,-0.050622575048186014,2021_reflation_commodity_strength
2021-07-21,full_v0,14856.012715091525,11731.250183255977,-0.03749697276306252,2021_reflation_commodity_strength
2021-07-22,full_v0,15014.625143886855,11866.680435968097,-0.027220666071575694,2021_reflation_commodity_strength
2021-07-23,full_v0,15036.730452144564,11912.491681497399,-0.025788489987447982,2021_reflation_commodity_strength
2021-07-26,full_v0,15188.630437116386,12057.138287371856,-0.015947074381758464,2021_reflation_commodity_strength
2021-07-27,full_v0,15051.549786920425,11925.244766414784,-0.02482836327936344,2021_reflation_commodity_strength
2021-07-28,full_v0,15097.196766500801,11939.221451634112,-0.02187095089200697,2021_reflation_commodity_strength
2021-07-29,full_v0,15209.156789154817,12115.297300388924,-0.014617196954078926,2021_reflation_commodity_strength
2021-07-30,full_v0,15013.75927565878,11952.610042321401,-0.027276764622828464,2021_reflation_commodity_strength
2021-08-02,full_v0,15025.758941249325,11883.73798291829,-0.026499320857921282,2021_reflation_commodity_strength
2021-08-03,full_v0,15147.032097297333,11925.852644006665,-0.0186421803144019,2021_reflation_commodity_strength
2021-08-04,full_v0,15248.476297314579,11852.949959685739,-0.012069733757928414,2021_reflation_commodity_strength
2021-08-05,full_v0,15235.36432298063,11885.666737727961,-0.012919242655875185,2021_reflation_commodity_strength
2021-08-06,full_v0,15079.653261888972,11737.565696955004,-0.023007573256369818,2021_reflation_commodity_strength
2021-08-09,full_v0,14892.73087056967,11518.404687448687,-0.0351180480488712,2021_reflation_commodity_strength
2021-08-10,full_v0,14968.689805982573,11646.177112484993,-0.030196760844644177,2021_reflation_commodity_strength
2021-08-11,full_v0,14982.574556200909,11712.611377528709,-0.029297184735369464,2021_reflation_commodity_strength
2021-08-12,full_v0,14825.291642039874,11611.468811266132,-0.03948735378785406,2021_reflation_commodity_strength
2021-08-13,full_v0,14826.29301604891,11640.076392062429,-0.03942247598156934,2021_reflation_commodity_strength
2021-08-16,full_v0,14963.3060275946,11677.556812232133,-0.030545569309995857,2021_reflation_commodity_strength
2021-08-17,full_v0,14822.343776396357,11519.120124456456,-0.03967834242391588,2021_reflation_commodity_strength
2021-08-18,full_v0,14813.018943086197,11406.615230112217,-0.04028248705287085,2021_reflation_commodity_strength
2021-08-19,full_v0,14841.526809166298,11312.175537907215,-0.038435497020727905,2021_reflation_commodity_strength
2021-08-20,full_v0,14831.14389853734,11262.573093187826,-0.039108193194564045,2021_reflation_commodity_strength
2021-08-23,full_v0,14999.245570344252,11526.090683426219,-0.028217089969175713,2021_reflation_commodity_strength
2021-08-24,full_v0,14948.964164122362,11626.761480183835,-0.03147476123201309,2021_reflation_commodity_strength
2021-08-25,full_v0,14941.575000689125,11669.039314120477,-0.03195349615972454,2021_reflation_commodity_strength
2021-08-26,full_v0,15251.408614550246,11744.701757870042,-0.011879752484334039,2021_reflation_commodity_strength
2021-08-27,full_v0,15520.55999062959,11992.032722201813,0.0,2021_reflation_commodity_strength
2021-08-30,full_v0,15421.459811172337,11978.243410849454,-0.006385090455311104,2021_reflation_commodity_strength
2021-08-31,full_v0,15500.678608657254,11952.108427273728,-0.001280970659843339,2021_reflation_commodity_strength
2021-09-01,full_v0,15618.063925423254,12023.694829987257,0.0,2021_reflation_commodity_strength
2021-09-02,full_v0,15625.27832803807,12066.740715076417,0.0,2021_reflation_commodity_strength
2021-09-03,full_v0,15715.831588995916,12179.464579147758,0.0,2021_reflation_commodity_strength
2021-09-07,full_v0,15510.960812090098,11985.76626295491,-0.01303594886122783,2021_reflation_commodity_strength
2021-09-08,full_v0,15678.389400776778,12093.803418821515,-0.0023824503340539316,2021_reflation_commodity_strength
2021-09-09,full_v0,15711.006226718962,12118.80454817354,-0.00030703830399492205,2021_reflation_commodity_strength
2021-09-10,full_v0,15642.977728740749,12175.361241458351,-0.004635698712003311,2021_reflation_commodity_strength
2021-09-13,full_v0,15767.567402405328,12261.99511404482,0.0,2021_reflation_commodity_strength
2021-09-14,full_v0,15865.11864462594,12300.467229256286,0.0,2021_reflation_commodity_strength
2021-09-15,full_v0,15975.840857854335,12477.995180945061,0.0,2021_reflation_commodity_strength
2021-09-16,full_v0,15768.00510716322,12218.956121149482,-0.013009377881285977,2021_reflation_commodity_strength
2021-09-17,full_v0,15597.474701258247,12040.98374015676,-0.02368364582262783,2021_reflation_commodity_strength
2021-09-20,full_v0,15524.88850980532,11882.503820490701,-0.028227143225911022,2021_reflation_commodity_strength
2021-09-21,full_v0,15492.047337289336,11876.322831786323,-0.030282820470582505,2021_reflation_commodity_strength
2021-09-22,full_v0,15480.49221626751,11953.899286573765,-0.03100610765932199,2021_reflation_commodity_strength
2021-09-23,full_v0,15643.10673938129,12104.624737106897,-0.020827330557030455,2021_reflation_commodity_strength
2021-09-24,full_v0,15707.797266256732,12177.26293221378,-0.01677805844352931,2021_reflation_commodity_strength
2021-09-27,full_v0,16098.439342471815,12511.3822849448,0.0,2021_reflation_commodity_strength
2021-09-28,full_v0,16039.683171228447,12431.491619168119,-0.003649805424824848,2021_reflation_commodity_strength
2021-09-29,full_v0,15832.152181930605,12161.873835496586,-0.016541178612182406,2021_reflation_commodity_strength
2021-09-30,full_v0,16150.802405259057,12384.573408302529,0.0,2021_reflation_commodity_strength
2021-10-01,full_v0,16272.794048366477,12444.879618891171,0.0,2021_reflation_commodity_strength
2021-10-04,full_v0,16374.333567197446,12643.033470062404,0.0,2021_reflation_commodity_strength
2021-10-05,full_v0,16445.618994595792,12778.244921766252,0.0,2021_reflation_commodity_strength
2021-10-06,full_v0,16308.871795052695,12523.253501815288,-0.0083151141704082,2021_reflation_commodity_strength
2021-10-07,full_v0,16454.386311786722,12632.963300199008,0.0,2021_reflation_commodity_strength
2021-10-08,full_v0,16476.84476622421,12599.957769740784,0.0,2021_reflation_commodity_strength
2021-10-11,full_v0,16524.195766949477,12569.863806977954,0.0,2021_reflation_commodity_strength
2021-10-12,full_v0,16518.08142782375,12584.529535485523,-0.00037002340155989355,2021_reflation_commodity_strength
