strategy,benchmark,start_date,end_date,observations,initial_capital,final_equity,total_return,cagr,annualised_return,annualised_volatility,sharpe,sortino,calmar,max_drawdown,max_drawdown_date,max_drawdown_duration_days,hit_rate,average_win,average_loss,win_loss_ratio,profit_factor,best_day,worst_day,skew,kurtosis,var_95,cvar_95,var_99,cvar_99,average_daily_turnover,median_daily_turnover,max_daily_turnover,annualised_turnover,total_transaction_cost_drag,average_daily_transaction_cost,annualised_transaction_cost_drag,average_exposure,max_exposure,min_exposure,average_cash,alpha_daily,alpha_annualised,beta,r_squared,correlation,tracking_error,information_ratio,alpha_t_stat,beta_t_stat,information_ratio_active,train_years,test_years,rebalance_mode
full_v0,equal_weight_commodities,2019-01-02,2026-06-17,1875,10000,28433.709728491773,1.8433709728491774,0.1507877383421492,0.14649501977509855,0.1094538140578273,1.338418592683316,1.6707839469168928,1.2301869997385493,-0.12257302212931531,2022-07-22,521,0.5610666666666667,0.004850193949679329,-0.004893184546832554,0.9912141884815986,1.271655275954441,0.03684576911936907,-0.06289961541621204,-0.8846787409985205,7.727800232852252,-0.010380189862270763,-0.016224046593001328,-0.018515945221968942,-0.029192087729507755,0.017936763580720272,0.0,1.0669355257496218,4.520064422341509,0.03363143171385051,1.7936763580720272e-05,0.004520064422341509,0.6409292368422674,0.9843968788126651,0.3,0.35907076315773256,0.0004108796612113427,0.1090684279631382,0.3717803317300718,0.39982681152714294,0.6323185997004539,0.08479479505716273,1.2862632416248179,3.327351042772701,35.323729496510836,0.21433001454386277,4,1,monthly
momentum_x_risk,equal_weight_commodities,2019-01-02,2026-06-17,1875,10000,16782.37451598959,0.6782374515989591,0.07206297680753404,0.07158126102997082,0.0630950592836152,1.1344986729976712,1.2471002267797613,1.0807945351575317,-0.06667592633324193,2020-03-19,210,0.3552,0.0034403025629904972,-0.003226867593713601,1.066143082440909,1.3028464090011842,0.041399644980838916,-0.030876181274621013,0.4352593630941156,14.830666768421139,-0.005622355300996389,-0.00949146026616538,-0.011387854636023017,-0.0160760423002763,0.011722651593427497,0.0,0.8599858688382789,2.9541082015437294,0.02197997173767656,1.1722651593427498e-05,0.0029541082015437296,0.21679677286736843,0.62,0.0,0.7832032271326316,0.00022498788099921857,0.058328280045967906,0.1288303752763685,0.1444796663692327,0.38010480971599486,0.05835936003586056,0.9994674377876394,2.647291576810459,17.785131706874928,-0.25501313344261534,4,1,monthly
