strategy,final_equity,total_return,cagr,volatility,sharpe,sortino,max_drawdown,calmar,hit_rate,average_daily_turnover,total_transaction_cost_drag
gold_only,34327.80477105424,2.4327804771054238,0.12301489616049976,0.16118170981677774,0.8007993822375565,1.0650542822819657,-0.24464611578427164,0.5028279143780644,0.5352743561030235,0.0003732736095558044,0.001
model_monthly,23371.47537317994,1.337147537317994,0.08312964403390422,0.1298182047249129,0.6803603657444665,0.8619021742185298,-0.24341900172492126,0.34150844200670055,0.5356476297125793,0.01449823083223528,0.03884076039955832
model_weekly,20134.74440617875,1.013474440617875,0.0680477674653488,0.12470434687833316,0.5905265742418726,0.7609088674104306,-0.2624510533713198,0.2592779361760601,0.5363941769316909,0.033063645195228274,0.08857750547801654
model_daily,19588.710960541688,0.9588710960541689,0.06528918086820679,0.12297489368058918,0.5760659330260369,0.7400786762805046,-0.2151817571768042,0.303414107798004,0.5360209033221351,0.07544862382114113,0.20212686321683712
equal_weight_commodities,18573.495794032184,0.8573495794032184,0.05996974145336775,0.17113059831276403,0.4261217806061206,0.5919875979776765,-0.3520235968690524,0.17035716351615945,0.5222097797685704,0.00037327360955580435,0.0009999999999999998
cash,10000.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0
